fold,analyzer,n_components,component,explained_variance_ratio,cumulative_explained_variance_ratio,vocabulary_size
4,word,50,description_svd_11,0.007687430672147773,0.1472786008035312,5000
4,word,50,description_svd_12,0.006770949339576316,0.1540495501431075,5000
4,word,50,description_svd_13,0.006456546564940466,0.16050609670804797,5000
4,word,50,description_svd_14,0.006262099669203411,0.16676819637725138,5000
4,word,50,description_svd_15,0.006105751855657056,0.17287394823290844,5000
4,word,50,description_svd_16,0.0055623119691967015,0.17843626020210515,5000
4,word,50,description_svd_17,0.005436241681225396,0.18387250188333054,5000
4,word,50,description_svd_18,0.005157365442522117,0.18902986732585267,5000
4,word,50,description_svd_19,0.004897109486409216,0.1939269768122619,5000
4,word,50,description_svd_20,0.004825632700146094,0.198752609512408,5000
4,word,50,description_svd_21,0.004709775636205826,0.20346238514861384,5000
4,word,50,description_svd_22,0.0045040975790732905,0.20796648272768714,5000
4,word,50,description_svd_23,0.004432297383134565,0.2123987801108217,5000
4,word,50,description_svd_24,0.004346775469951247,0.21674555558077294,5000
4,word,50,description_svd_25,0.0042891060375331875,0.22103466161830612,5000
4,word,50,description_svd_26,0.00412585108492671,0.22516051270323284,5000
4,word,50,description_svd_27,0.004043772269755845,0.2292042849729887,5000
4,word,50,description_svd_28,0.00391226835322383,0.23311655332621253,5000
4,word,50,description_svd_29,0.0038512517485789883,0.2369678050747915,5000
4,word,50,description_svd_30,0.0037049159679815864,0.2406727210427731,5000
4,word,50,description_svd_31,0.003656743459890458,0.24432946450266355,5000
4,word,50,description_svd_32,0.0034626024662808962,0.24779206696894443,5000
4,word,50,description_svd_33,0.003459690927828194,0.2512517578967726,5000
4,word,50,description_svd_34,0.003377313080221592,0.2546290709769942,5000
4,word,50,description_svd_35,0.0033535846303981197,0.25798265560739236,5000
4,word,50,description_svd_36,0.0032777175264918834,0.2612603731338842,5000
4,word,50,description_svd_37,0.003237562949362854,0.26449793608324706,5000
4,word,50,description_svd_38,0.0031812917529496425,0.2676792278361967,5000
4,word,50,description_svd_39,0.0031367860524930415,0.27081601388868975,5000
4,word,50,description_svd_40,0.0030699977827776527,0.2738860116714674,5000
4,word,50,description_svd_41,0.0029925800567096117,0.276878591728177,5000
4,word,50,description_svd_42,0.0029785398310406023,0.27985713155921765,5000
4,word,50,description_svd_43,0.0028923457780529083,0.28274947733727057,5000
4,word,50,description_svd_44,0.0028427021328145466,0.28559217947008514,5000
4,word,50,description_svd_45,0.0027957941447139837,0.2883879736147991,5000
4,word,50,description_svd_46,0.0027742284752509264,0.29116220209005006,5000
4,word,50,description_svd_47,0.0027444472376465714,0.2939066493276966,5000
4,word,50,description_svd_48,0.0027087531566143234,0.29661540248431095,5000
4,word,50,description_svd_49,0.00264384764601205,0.299259250130323,5000
4,word,50,description_svd_50,0.0025933724646018132,0.30185262259492485,5000
5,word,10,description_svd_01,0.008374616516507496,0.008374616516507496,5000
5,word,10,description_svd_02,0.03849846460220386,0.04687308111871136,5000
5,word,10,description_svd_03,0.01586736832967859,0.06274044944838994,5000
5,word,10,description_svd_04,0.01508677733859449,0.07782722678698444,5000
5,word,10,description_svd_05,0.012472065677363791,0.09029929246434823,5000
5,word,10,description_svd_06,0.011996597540201348,0.10229589000454958,5000
5,word,10,description_svd_07,0.010721121657951986,0.11301701166250157,5000
5,word,10,description_svd_08,0.009132794681227274,0.12214980634372884,5000
5,word,10,description_svd_09,0.00843632906268722,0.13058613540641606,5000
5,word,10,description_svd_10,0.007834295697963487,0.13842043110437954,5000
5,word,20,description_svd_01,0.008374616528677093,0.008374616528677093,5000
5,word,20,description_svd_02,0.03849846469801451,0.04687308122669161,5000
5,word,20,description_svd_03,0.015867392947029782,0.06274047417372139,5000
5,word,20,description_svd_04,0.01508680110022597,0.07782727527394737,5000
5,word,20,description_svd_05,0.012472282900630675,0.09029955817457805,5000
5,word,20,description_svd_06,0.011996744587917083,0.10229630276249513,5000
5,word,20,description_svd_07,0.010722610409319445,0.11301891317181458,5000
5,word,20,description_svd_08,0.009138773599474122,0.1221576867712887,5000
5,word,20,description_svd_09,0.008447413234358723,0.13060510000564743,5000
5,word,20,description_svd_10,0.007837003245905725,0.13844210325155315,5000
5,word,20,description_svd_11,0.00751099111716123,0.14595309436871437,5000
5,word,20,description_svd_12,0.006899504338821267,0.15285259870753565,5000
5,word,20,description_svd_13,0.006368147905417699,0.15922074661295335,5000
5,word,20,description_svd_14,0.006194082274581164,0.1654148288875345,5000
5,word,20,description_svd_15,0.0059738945675980966,0.1713887234551326,5000
5,word,20,description_svd_16,0.005436012236739178,0.17682473569187176,5000
5,word,20,description_svd_17,0.005358009076008913,0.18218274476788068,5000
5,word,20,description_svd_18,0.005086385209050368,0.18726912997693104,5000
5,word,20,description_svd_19,0.004930176396489348,0.1921993063734204,5000
5,word,20,description_svd_20,0.004647231854921327,0.19684653822834172,5000
5,word,30,description_svd_01,0.008374616548382802,0.008374616548382802,5000
5,word,30,description_svd_02,0.03849846470597163,0.04687308125435444,5000
5,word,30,description_svd_03,0.015867412083193578,0.06274049333754801,5000
5,word,30,description_svd_04,0.015086807126100605,0.07782730046364862,5000
5,word,30,description_svd_05,0.012472300292949176,0.09029960075659779,5000
5,word,30,description_svd_06,0.011996737402183627,0.10229633815878142,5000
5,word,30,description_svd_07,0.01072267098262362,0.11301900914140504,5000
5,word,30,description_svd_08,0.00913888500805019,0.12215789414945523,5000
5,word,30,description_svd_09,0.008448538937633174,0.1306064330870884,5000
5,word,30,description_svd_10,0.007837202659708123,0.13844363574679652,5000
5,word,30,description_svd_11,0.007515953505140777,0.1459595892519373,5000
5,word,30,description_svd_12,0.006898351320052743,0.15285794057199004,5000
5,word,30,description_svd_13,0.006370774512533873,0.1592287150845239,5000
5,word,30,description_svd_14,0.006203147805156049,0.16543186288967995,5000
5,word,30,description_svd_15,0.0059687868020074164,0.17140064969168736,5000
5,word,30,description_svd_16,0.005459525375441528,0.1768601750671289,5000
5,word,30,description_svd_17,0.005386593509939433,0.18224676857706834,5000
5,word,30,description_svd_18,0.005153185799779777,0.18739995437684812,5000
5,word,30,description_svd_19,0.005030747839692463,0.19243070221654057,5000
5,word,30,description_svd_20,0.004715314948756071,0.19714601716529664,5000
5,word,30,description_svd_21,0.004622556166823331,0.20176857333211998,5000
5,word,30,description_svd_22,0.0046097514673224,0.20637832479944238,5000
5,word,30,description_svd_23,0.004369775045181102,0.21074809984462348,5000
5,word,30,description_svd_24,0.004357819500629677,0.21510591934525317,5000
5,word,30,description_svd_25,0.004204357694393664,0.21931027703964684,5000
5,word,30,description_svd_26,0.0041130724021575795,0.22342334944180442,5000
5,word,30,description_svd_27,0.003965783173966243,0.22738913261577065,5000
5,word,30,description_svd_28,0.003800969076890774,0.23119010169266144,5000
5,word,30,description_svd_29,0.003609215947689177,0.2347993176403506,5000
5,word,30,description_svd_30,0.0035871684003615737,0.2383864860407122,5000
5,word,50,description_svd_01,0.008374616539003538,0.008374616539003538,5000
5,word,50,description_svd_02,0.038498464655577845,0.04687308119458138,5000
5,word,50,description_svd_03,0.015867410677530534,0.06274049187211192,5000
5,word,50,description_svd_04,0.015086803352493537,0.07782729522460546,5000
5,word,50,description_svd_05,0.01247230883018453,0.09029960405479,5000
5,word,50,description_svd_06,0.011996742727185846,0.10229634678197584,5000
5,word,50,description_svd_07,0.01072268160916112,0.11301902839113696,5000
5,word,50,description_svd_08,0.009138934287729947,0.12215796267886692,5000
5,word,50,description_svd_09,0.008448627933396244,0.13060659061226315,5000
5,word,50,description_svd_10,0.007837483547733936,0.1384440741599971,5000
5,word,50,description_svd_11,0.007516198925886221,0.14596027308588333,5000
5,word,50,description_svd_12,0.006901915475429765,0.1528621885613131,5000
5,word,50,description_svd_13,0.006373370174399394,0.1592355587357125,5000
5,word,50,description_svd_14,0.006203885650959418,0.1654394443866719,5000
5,word,50,description_svd_15,0.005980631176850695,0.1714200755635226,5000
5,word,50,description_svd_16,0.005465546485976903,0.1768856220494995,5000
5,word,50,description_svd_17,0.005399343657607538,0.18228496570710703,5000
5,word,50,description_svd_18,0.00515897573918197,0.187443941446289,5000
5,word,50,description_svd_19,0.005048189990806405,0.19249213143709543,5000
5,word,50,description_svd_20,0.004726923331537269,0.1972190547686327,5000
5,word,50,description_svd_21,0.0046713088365358734,0.20189036360516857,5000
5,word,50,description_svd_22,0.004633609528986938,0.20652397313415552,5000
5,word,50,description_svd_23,0.004397571540548051,0.21092154467470356,5000
5,word,50,description_svd_24,0.00438585767823785,0.2153074023529414,5000
5,word,50,description_svd_25,0.004227640968230053,0.21953504332117146,5000
5,word,50,description_svd_26,0.004174541488597436,0.2237095848097689,5000
5,word,50,description_svd_27,0.004070362430935713,0.22777994724070463,5000
5,word,50,description_svd_28,0.0038714114189870143,0.23165135865969164,5000
5,word,50,description_svd_29,0.003860999275934278,0.23551235793562592,5000
5,word,50,description_svd_30,0.0037941193417529327,0.23930647727737886,5000
5,word,50,description_svd_31,0.0037420936513088755,0.24304857092868773,5000
5,word,50,description_svd_32,0.0036836131609564136,0.24673218408964415,5000
5,word,50,description_svd_33,0.0035575433620344925,0.25028972745167866,5000
5,word,50,description_svd_34,0.003443884325144759,0.2537336117768234,5000
5,word,50,description_svd_35,0.0034247024314963924,0.2571583142083198,5000
5,word,50,description_svd_36,0.0033597821051575215,0.26051809631347733,5000
5,word,50,description_svd_37,0.003265975084434886,0.2637840713979122,5000
5,word,50,description_svd_38,0.0032389370445280587,0.26702300844244026,5000
5,word,50,description_svd_39,0.00316726501652613,0.2701902734589664,5000
5,word,50,description_svd_40,0.003073552334974524,0.27326382579394093,5000
5,word,50,description_svd_41,0.0030476355770629312,0.2763114613710039,5000
5,word,50,description_svd_42,0.002967081932284383,0.2792785433032883,5000
5,word,50,description_svd_43,0.002915169518268521,0.2821937128215568,5000
5,word,50,description_svd_44,0.002878890591437506,0.28507260341299434,5000
5,word,50,description_svd_45,0.002834414971603806,0.28790701838459815,5000
5,word,50,description_svd_46,0.00276491272622688,0.290671931110825,5000
5,word,50,description_svd_47,0.002688733662402148,0.29336066477322714,5000
5,word,50,description_svd_48,0.0026067825633088386,0.29596744733653596,5000
5,word,50,description_svd_49,0.002585732859837039,0.298553180196373,5000
5,word,50,description_svd_50,0.0025509725645876027,0.3011041527609606,5000
