price,property_size_sqft,bedroom,bathroom,parking_lot,facilities_count,has_school,has_mall,has_hospital,has_railway,has_bus_stop,has_park,has_highway,completion_year,number_of_floors,total_units,property_type,tenure_type,land_title,floor_range,state,city
160000,712.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,2010.0,,,Service Residence,Leasehold,Non Bumi Lot,Unknown,Selangor,Bandar Kinrara
190000,800.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,10.0,,Apartment,Leasehold,Non Bumi Lot,Unknown,Selangor,Seri Kembangan
190000,900.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Flat,Freehold,Non Bumi Lot,Low,Johor,Iskandar Puteri
170000,850.0,3.0,2.0,1.0,3,1,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Klang
300000,928.0,3.0,2.0,2.0,3,1,1,1,1,1,1,0,,,,Apartment,Leasehold,Non Bumi Lot,Unknown,Selangor,Shah Alam
270000,705.0,3.0,1.0,1.0,2,1,0,0,0,1,1,0,,,,Flat,Leasehold,Bumi Lot,Unknown,Selangor,Shah Alam
480000,1399.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,Medium,Sarawak,Kuching
1500000,1986.0,4.0,4.0,1.0,6,0,0,0,0,0,0,0,,,82.0,Condominium,Leasehold,Non Bumi Lot,Low,Sabah,Likas
456000,915.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Medium,Johor,Skudai
399000,932.0,3.0,2.0,1.0,4,1,1,0,1,0,1,0,2003.0,17.0,2240.0,Condominium,Leasehold,Non Bumi Lot,Medium,Selangor,Kota Damansara
550000,1228.0,4.0,2.0,2.0,11,0,0,0,1,1,0,0,2019.0,26.0,618.0,Service Residence,Leasehold,Non Bumi Lot,Unknown,Selangor,Damansara Damai
369999,1062.0,4.0,2.0,1.0,8,1,1,0,1,1,1,0,2005.0,25.0,588.0,Service Residence,Freehold,Non Bumi Lot,Unknown,Selangor,Subang Jaya
420000,995.0,3.0,2.0,1.0,8,1,1,0,1,1,1,0,2009.0,,521.0,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor,Subang Jaya
239999,811.0,3.0,2.0,1.0,5,0,0,1,0,1,0,0,1996.0,4.0,368.0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Bandar Sri Damansara
250000,771.0,3.0,2.0,1.0,0,1,0,0,1,1,1,0,2006.0,18.0,200.0,Apartment,Leasehold,Non Bumi Lot,Unknown,Selangor,Petaling Jaya
290000,895.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,5.0,240.0,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Kajang
330000,1200.0,3.0,2.0,2.0,8,1,0,0,0,0,1,0,2008.0,27.0,798.0,Condominium,Freehold,Bumi Lot,Medium,Selangor,Seri Kembangan
300000,1185.0,3.0,2.0,2.0,4,0,0,0,0,0,0,0,,,,Apartment,Freehold,Bumi Lot,Medium,Selangor,Kajang
229999,721.0,3.0,2.0,1.0,4,1,1,0,1,1,0,1,2008.0,15.0,,Apartment,Leasehold,Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
355000,1062.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,2006.0,21.0,800.0,Apartment,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
229999,721.0,3.0,2.0,1.0,6,1,1,0,1,1,0,1,2008.0,15.0,,Apartment,Leasehold,Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
329999,1144.0,3.0,2.0,1.0,3,1,0,0,1,0,0,0,2011.0,29.0,1709.0,Condominium,Leasehold,Bumi Lot,Medium,Selangor,Batu Caves
480000,1204.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Sabah,Penampang
273000,700.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,2001.0,18.0,492.0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang,Relau
1100000,3200.0,4.0,4.0,3.0,5,0,0,0,0,0,0,0,1995.0,6.0,36.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,George Town
1450000,1249.0,3.0,2.0,3.0,7,0,0,0,0,0,0,0,2020.0,33.0,256.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Gelugor
1500000,1459.0,3.0,3.0,2.0,7,0,0,0,0,0,0,0,2019.0,26.0,220.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Gelugor
365000,1237.0,3.0,2.0,2.0,6,0,0,0,0,0,0,0,,8.0,67.0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor,Cheras
720000,900.0,2.0,2.0,1.0,9,1,1,1,0,1,1,0,2008.0,35.0,302.0,Condominium,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
480000,1399.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Unknown,Sarawak,Kuching
238000,388.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,2017.0,36.0,756.0,Condominium,Leasehold,Non Bumi Lot,Medium,Johor,Iskandar Puteri
688000,1036.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2021.0,33.0,550.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Jelutong
269000,1055.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Kajang
220000,743.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Sepang
79900,513.0,2.0,1.0,1.0,4,0,0,0,0,0,0,0,,,,Flat,Freehold,Non Bumi Lot,High,Johor,Johor Bahru
310000,880.0,2.0,2.0,1.0,3,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Bumi Lot,Medium,Sabah,Kota Kinabalu
141750,550.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Freehold,Bumi Lot,Medium,Sabah,Kota Kinabalu
680000,1539.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,High,Sarawak,Kuching
695000,1056.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,High,Sarawak,Kuching
190000,830.0,3.0,2.0,2.0,6,0,0,0,0,0,0,0,2004.0,21.0,,Condominium,Leasehold,Non Bumi Lot,Unknown,Selangor,Seri Kembangan
388000,1400.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,,5.0,,Apartment,Freehold,Non Bumi Lot,Low,Johor,Johor Bahru
530000,1000.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Low,Penang,Bayan Lepas
3200000,6000.0,4.0,4.0,3.0,14,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,High,Penang,George Town
690000,1008.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Penang,George Town
238000,833.0,4.0,2.0,1.0,8,0,0,0,0,0,0,0,2017.0,20.0,,Apartment,Freehold,Non Bumi Lot,Unknown,Johor,Johor Bahru
245000,915.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Low,Melaka,Melaka City
645000,1493.0,3.0,2.0,2.0,13,0,0,0,0,0,0,0,,,390.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Batu Ferringhi
90000,650.0,3.0,2.0,1.0,3,0,0,0,0,0,1,0,,5.0,720.0,Flat,Leasehold,Non Bumi Lot,Unknown,Selangor,Seri Kembangan
270000,1055.0,3.0,2.0,1.0,14,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Kajang
300000,1023.0,3.0,2.0,2.0,14,0,0,0,0,0,0,0,2019.0,,1200.0,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor,Kajang
138000,650.0,3.0,1.0,1.0,0,0,1,1,0,1,1,0,,,,Apartment,Leasehold,Non Bumi Lot,Unknown,Selangor,Seri Kembangan
280000,795.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,,,,Apartment,Freehold,Bumi Lot,Low,Sabah,Kota Kinabalu
320000,800.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,2008.0,29.0,,Condominium,Freehold,Non Bumi Lot,Low,Penang,Bayan Lepas
320000,860.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2020.0,17.0,299.0,Condominium,Freehold,Non Bumi Lot,Low,Selangor,Semenyih
680000,1010.0,3.0,2.0,2.0,4,0,0,0,0,0,0,0,2011.0,22.0,531.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Penang,George Town
248000,890.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor,Seri Kembangan
418000,1050.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Medium,Selangor,Ampang
418000,1050.0,3.0,2.0,2.0,9,1,0,0,1,1,1,0,2015.0,12.0,280.0,Condominium,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
258000,860.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,1998.0,9.0,378.0,Condominium,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
500000,1184.0,4.0,2.0,2.0,10,1,0,0,0,1,1,0,2020.0,32.0,2000.0,Condominium,Leasehold,Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
528000,1200.0,3.0,3.0,3.0,3,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
306000,931.0,3.0,2.0,1.0,5,0,1,1,0,1,1,1,2007.0,,516.0,Service Residence,Leasehold,Bumi Lot,Medium,Selangor,Bandar Sunway
2199999,2266.0,5.0,4.0,2.0,13,0,0,0,0,0,0,0,,28.0,,Condominium,Leasehold,Non Bumi Lot,High,Sabah,Kota Kinabalu
405000,438.0,1.0,1.0,1.0,6,0,0,0,0,0,0,0,,,,Service Residence,Freehold,Non Bumi Lot,High,Sabah,Kota Kinabalu
299999,950.0,3.0,2.0,1.0,3,1,0,0,1,0,0,0,2011.0,29.0,1709.0,Condominium,Leasehold,Non Bumi Lot,Medium,Selangor,Batu Caves
299999,926.0,3.0,2.0,1.0,9,1,0,0,1,0,0,0,,,684.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Selangor,Batu Caves
359999,1098.0,3.0,2.0,1.0,7,1,0,0,1,0,0,0,,,684.0,Condominium,Leasehold,Non Bumi Lot,Medium,Selangor,Batu Caves
375000,1206.0,4.0,2.0,2.0,9,1,0,0,1,0,0,0,,,684.0,Condominium,Leasehold,Non Bumi Lot,Medium,Selangor,Batu Caves
320000,689.0,1.0,1.0,1.0,9,0,0,0,0,0,0,0,2017.0,40.0,1360.0,Service Residence,Leasehold,Non Bumi Lot,Unknown,Melaka,Melaka Tengah
330000,730.0,3.0,2.0,1.0,0,1,0,0,0,0,1,0,2017.0,5.0,400.0,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Klang
2800000,3072.0,3.0,5.0,3.0,9,0,0,0,0,0,0,0,2013.0,25.0,1200.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Tanjong Tokong
305000,918.0,3.0,2.0,1.0,11,1,1,0,0,1,1,0,1997.0,15.0,450.0,Condominium,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
140000,549.0,2.0,1.0,1.0,0,1,0,1,0,1,1,0,,,,Apartment,Leasehold,Non Bumi Lot,Low,Selangor,Shah Alam
200000,900.0,3.0,2.0,2.0,2,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Low,Johor,Kulai
529000,625.0,2.0,1.0,1.0,3,0,0,0,0,0,0,0,,,240.0,Service Residence,Leasehold,Non Bumi Lot,Unknown,Penang,Jelutong
158000,828.0,2.0,2.0,1.0,1,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Medium,Johor,Kulai
144000,455.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Freehold,Bumi Lot,Medium,Sabah,Penampang
290000,689.0,1.0,1.0,1.0,9,0,0,0,0,0,0,0,2017.0,40.0,1360.0,Service Residence,Leasehold,Non Bumi Lot,Unknown,Melaka,Melaka Tengah
308000,1033.0,2.0,2.0,1.0,6,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Unknown,Melaka,Klebang
2300000,1400.0,4.0,3.0,2.0,0,0,0,0,0,0,0,0,2022.0,,450.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Bayan Lepas
210000,615.0,3.0,1.0,1.0,4,0,0,0,0,0,0,0,,12.0,,Apartment,Leasehold,Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
448000,1088.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,2020.0,,809.0,Service Residence,Freehold,Non Bumi Lot,Unknown,Melaka,Bukit Baru
165000,680.0,3.0,2.0,1.0,3,0,0,0,0,0,1,0,,10.0,,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Puchong
310000,850.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,1992.0,20.0,632.0,Apartment,Leasehold,Non Bumi Lot,Medium,Penang,Jelutong
485000,1213.0,3.0,2.0,1.0,12,0,0,0,0,0,0,0,2014.0,26.0,440.0,Apartment,Freehold,Non Bumi Lot,Unknown,Johor,Johor Bahru
148000,850.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,,,,Flat,Leasehold,Non Bumi Lot,Medium,Sarawak,Kuching
145000,750.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Flat,Freehold,Non Bumi Lot,Low,Johor,Tebrau
790000,1226.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,2018.0,38.0,473.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Tanjong Tokong
280000,877.0,3.0,2.0,1.0,14,1,0,0,0,1,1,0,2009.0,13.0,,Condominium,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
295000,850.0,3.0,2.0,1.0,5,0,0,1,0,1,1,0,2010.0,,435.0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Shah Alam
230000,850.0,3.0,2.0,1.0,4,1,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,Unknown,Selangor,Rawang
120000,560.0,3.0,1.0,1.0,1,0,0,0,0,0,0,0,2005.0,20.0,,Flat,Freehold,Non Bumi Lot,High,Penang,Batu Ferringhi
210000,743.0,3.0,2.0,1.0,4,1,1,0,0,1,0,0,,,306.0,Apartment,Freehold,Bumi Lot,High,Selangor,Shah Alam
180000,657.0,3.0,1.0,1.0,6,1,0,0,1,1,1,0,,,,Apartment,Leasehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
360000,936.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,2002.0,10.0,,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor,Shah Alam
185000,850.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Bumi Lot,Medium,Selangor,Shah Alam
688888,1227.74,3.0,2.0,2.0,6,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,High,Sabah,Kota Kinabalu
130000,650.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,,,,Flat,Freehold,Non Bumi Lot,Low,Johor,Pasir Gudang
118000,650.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Flat,Freehold,Non Bumi Lot,High,Johor,Masai
363000,510.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,,,295.0,Service Residence,Freehold,Non Bumi Lot,High,Sabah,Penampang
460000,1065.0,3.0,2.0,2.0,7,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Unknown,Sabah,Penampang
255000,833.0,3.0,2.0,1.0,8,1,1,1,1,0,1,0,2007.0,24.0,299.0,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor,Ampang
185000,800.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,,,,Apartment,Freehold,Bumi Lot,High,Selangor,Hulu Langat
178000,765.0,2.0,2.0,1.0,6,0,0,0,0,0,0,0,2020.0,22.0,348.0,Condominium,Freehold,Non Bumi Lot,Unknown,Perak,Ipoh
288000,1018.0,3.0,2.0,1.0,6,1,1,1,1,0,1,0,2007.0,23.0,299.0,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor,Ampang
188000,880.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,,5.0,90.0,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor,Ampang
280000,1392.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,,,Flat,Leasehold,Non Bumi Lot,Unknown,Sarawak,Kuching
400000,1151.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,,,Service Residence,Freehold,Non Bumi Lot,Medium,Johor,Johor Bahru
680000,1570.0,4.0,3.0,3.0,9,0,0,0,0,0,0,0,2019.0,40.0,580.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
578000,2088.0,5.0,3.0,2.0,14,0,0,0,0,0,0,0,,19.0,,Service Residence,Leasehold,Non Bumi Lot,High,Johor,Johor Bahru
438000,904.0,3.0,2.0,2.0,2,0,0,0,0,0,0,0,2021.0,36.0,310.0,Condominium,Freehold,Non Bumi Lot,Unknown,Melaka,Melaka City
175000,570.0,2.0,1.0,1.0,5,0,0,0,0,0,0,0,,,,Flat,Freehold,Non Bumi Lot,Low,Johor,Tebrau
295000,715.0,1.0,1.0,1.0,12,0,0,0,0,0,0,0,,,392.0,Apartment,Freehold,Non Bumi Lot,Medium,Johor,Senai
448000,1206.0,3.0,3.0,1.0,0,0,0,0,0,0,0,0,2015.0,11.0,488.0,Condominium,Freehold,Non Bumi Lot,Low,Johor,Iskandar Puteri
500000,900.0,2.0,2.0,2.0,8,0,0,0,0,0,0,0,2018.0,38.0,473.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Tanjong Tokong
708000,1200.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,2018.0,38.0,473.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Tanjong Tokong
250000,750.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,,,,Apartment,Freehold,Bumi Lot,Medium,Selangor,Semenyih
558000,996.0,3.0,2.0,2.0,12,0,0,1,0,0,1,0,2018.0,46.0,519.0,Others,Leasehold,Non Bumi Lot,Medium,Selangor,Seri Kembangan
550000,1073.0,3.0,2.0,1.0,5,1,1,0,0,1,1,0,,,,Apartment,Leasehold,Non Bumi Lot,High,Selangor,Shah Alam
120000,860.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Flat,Leasehold,Non Bumi Lot,Unknown,Melaka,Cheng
300000,850.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,Low,Sabah,Kota Kinabalu
880000,1288.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Low,Sabah,Kota Kinabalu
174000,882.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,High,Melaka,Bukit Baru
485000,840.0,2.0,2.0,2.0,12,1,0,0,0,0,1,0,2025.0,35.0,1378.0,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
190000,770.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Flat,Freehold,Non Bumi Lot,Low,Johor,Iskandar Puteri
308000,650.0,2.0,2.0,1.0,13,0,0,0,0,0,0,0,2019.0,35.0,1843.0,Service Residence,Freehold,Non Bumi Lot,High,Johor,Johor Bahru
341000,843.0,3.0,2.0,1.0,14,0,0,0,0,0,0,0,2016.0,,175.0,Service Residence,Leasehold,Bumi Lot,Unknown,Pahang,Cameron Highlands
570000,1044.0,3.0,2.0,2.0,12,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
450000,950.0,3.0,2.0,2.0,12,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
144000,383.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Bumi Lot,Medium,Sabah,Penampang
340000,775.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,4.0,,Apartment,Leasehold,Non Bumi Lot,Low,Sarawak,Miri
240000,818.0,3.0,2.0,1.0,4,0,0,0,0,0,0,1,,,,Apartment,Leasehold,Bumi Lot,High,Selangor,Kajang
196000,540.0,2.0,1.0,1.0,5,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Cheras
1213200,2219.0,3.0,3.0,3.0,7,0,0,0,0,0,0,0,2014.0,19.0,149.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Sabah,Kota Kinabalu
480760,1270.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2022.0,10.0,120.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Sabah,Sandakan
285000,733.0,3.0,2.0,1.0,8,1,0,0,1,1,1,0,,8.0,480.0,Apartment,Freehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
380000,850.0,3.0,2.0,2.0,11,0,0,0,0,0,0,0,,,,Apartment,Freehold,Bumi Lot,Medium,Selangor,Sepang
435000,1300.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,,10.0,,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Butterworth
618800,1550.0,3.0,2.0,3.0,14,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
604000,1400.0,4.0,2.0,2.0,14,1,0,0,1,0,1,0,,12.0,90.0,Condominium,Freehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
260000,850.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,,12.0,1012.0,Apartment,Leasehold,Non Bumi Lot,Medium,Sabah,Penampang
628888,1530.0,3.0,2.0,1.0,8,1,0,0,1,0,1,0,,12.0,90.0,Condominium,Freehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
160000,764.0,3.0,1.0,1.0,5,0,0,0,0,0,0,0,2001.0,14.0,,Apartment,Leasehold,Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
820000,1130.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Gelugor
195000,700.0,3.0,2.0,1.0,1,1,0,0,1,1,1,0,,,,Flat,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
252000,850.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,,12.0,1012.0,Apartment,Freehold,Non Bumi Lot,Medium,Sabah,Penampang
190000,720.0,3.0,2.0,1.0,1,0,0,0,0,1,0,0,,,,Apartment,Leasehold,Bumi Lot,Medium,Selangor,Puncak Alam
185000,850.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Bumi Lot,Medium,Selangor,Rawang
598000,951.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,,,,Service Residence,Leasehold,Non Bumi Lot,Medium,Unknown,Unknown
210000,550.0,2.0,1.0,1.0,3,0,0,0,0,0,0,0,1995.0,17.0,224.0,Apartment,Freehold,Non Bumi Lot,Low,Penang,Paya Terubong
265000,900.0,3.0,2.0,2.0,6,0,0,0,0,0,0,0,2019.0,,,Apartment,Freehold,Non Bumi Lot,High,Selangor,Semenyih
550000,1239.0,4.0,3.0,2.0,0,0,0,0,0,0,0,0,2023.0,44.0,684.0,Service Residence,Freehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
390000,991.0,3.0,2.0,1.0,11,1,0,0,0,1,0,0,2010.0,,704.0,Condominium,Leasehold,Bumi Lot,High,Selangor,Batu Caves
210000,615.0,3.0,1.0,1.0,4,0,0,0,0,0,0,0,,12.0,,Apartment,Leasehold,Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
150000,850.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,,12.0,,Apartment,Freehold,Non Bumi Lot,Medium,Melaka,Batu Berendam
315000,890.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,2008.0,16.0,196.0,Apartment,Leasehold,Non Bumi Lot,Medium,Johor,Johor Bahru
315000,890.0,3.0,2.0,1.0,10,0,0,0,0,0,0,0,2008.0,16.0,196.0,Apartment,Leasehold,Non Bumi Lot,Medium,Johor,Johor Bahru
485000,1035.0,3.0,2.0,1.0,14,0,0,0,0,0,0,0,2018.0,25.0,1255.0,Apartment,Freehold,Non Bumi Lot,Medium,Johor,Johor Bahru
248000,1010.0,3.0,2.0,1.0,10,1,0,0,1,0,1,0,2007.0,18.0,648.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
300000,850.0,3.0,2.0,1.0,6,1,1,0,0,1,1,0,,5.0,,Apartment,Leasehold,Non Bumi Lot,Unknown,Selangor,Seri Kembangan
169000,753.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Semenyih
195000,850.0,3.0,2.0,2.0,0,1,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Rawang
368000,800.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,2000.0,25.0,534.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Batu Ferringhi
230000,738.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,High,Selangor,Ampang
960000,1313.0,3.0,2.0,3.0,0,0,0,0,0,0,0,0,2007.0,,396.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Gelugor
470000,1495.0,4.0,2.0,2.0,7,0,0,0,0,0,0,0,,19.0,,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Butterworth
295000,956.0,3.0,2.0,1.0,12,0,0,0,0,0,0,0,,19.0,392.0,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor,Seri Kembangan
290000,811.0,3.0,2.0,1.0,3,1,0,0,1,1,0,0,,12.0,,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor,Petaling Jaya
255000,764.0,3.0,2.0,1.0,5,1,0,0,1,1,1,0,2006.0,18.0,200.0,Apartment,Leasehold,Bumi Lot,Medium,Selangor,Petaling Jaya
825000,1302.0,3.0,3.0,2.0,9,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Gelugor
435000,1258.0,4.0,2.0,1.0,6,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Butterworth
125000,500.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,,,,Flat,Leasehold,Non Bumi Lot,Unknown,Penang,Ayer Itam
250000,883.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,2001.0,14.0,704.0,Condominium,Leasehold,Non Bumi Lot,High,Selangor,Bandar Sungai Long
