price,property_size_sqft,bedroom,bathroom,parking_lot,facilities_count,has_school,has_mall,has_hospital,has_railway,has_bus_stop,has_park,has_highway,completion_year,number_of_floors,total_units,property_type,tenure_type,land_title,floor_range,state,city
420000,1045.0,3.0,2.0,1.0,10,0,0,0,0,0,0,0,2014.0,,440.0,Apartment,Freehold,Non Bumi Lot,High,Johor,Iskandar Puteri
547000,2293.0,5.0,4.0,2.0,14,0,0,0,0,0,0,0,1999.0,16.0,520.0,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor,Puchong
488000,1722.0,4.0,2.0,1.0,9,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Low,Johor,Johor Bahru
170000,760.0,3.0,2.0,1.0,13,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,High,Selangor,Semenyih
530000,1000.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,2007.0,20.0,224.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Gelugor
320000,1288.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,2015.0,21.0,455.0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Kajang
443000,950.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,,,,Service Residence,Freehold,Non Bumi Lot,Medium,Johor,Tebrau
250000,852.0,3.0,2.0,1.0,11,1,0,0,0,1,1,0,2000.0,12.0,,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor,Puchong
1500000,1378.0,2.0,3.0,1.0,7,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Unknown,Sarawak,Kuching
700000,1000.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,Medium,Sarawak,Kuching
480000,947.0,2.0,2.0,2.0,10,0,0,0,0,0,0,0,2020.0,34.0,462.0,Service Residence,Freehold,Non Bumi Lot,Unknown,Penang,Butterworth
688000,1257.0,3.0,2.0,2.0,10,1,1,0,0,0,0,0,,,,Service Residence,Leasehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
300000,1038.0,3.0,2.0,2.0,8,1,0,0,1,0,0,0,2014.0,23.0,744.0,Service Residence,Freehold,Non Bumi Lot,Medium,Selangor,Batu Caves
1500000,1000.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,2015.0,32.0,71.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Pulau Tikus
780000,1600.0,4.0,3.0,1.0,6,0,0,0,0,0,0,0,2006.0,26.0,104.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Batu Ferringhi
950000,1352.0,3.0,2.0,2.0,6,0,0,0,0,0,0,0,2016.0,32.0,322.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Tanjung Bungah
532000,1171.0,3.0,2.0,1.0,11,0,0,1,0,0,1,0,2016.0,,180.0,Condominium,Leasehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
395000,1155.0,3.0,2.0,3.0,9,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,High,Penang,Bayan Lepas
578000,1422.0,4.0,3.0,1.0,9,0,0,0,0,0,0,0,2013.0,20.0,899.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Selangor,Petaling Jaya
320000,1012.0,3.0,2.0,2.0,10,1,0,0,1,0,0,0,2014.0,23.0,744.0,Service Residence,Freehold,Non Bumi Lot,Medium,Selangor,Batu Caves
750000,1432.0,3.0,2.0,2.0,7,0,0,0,0,0,0,0,,,684.0,Condominium,Leasehold,Non Bumi Lot,High,Sarawak,Kuching
600000,933.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,,,,Service Residence,Leasehold,Non Bumi Lot,High,Sarawak,Kuching
575000,815.0,2.0,2.0,2.0,6,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,High,Sarawak,Kuching
495000,933.0,3.0,2.0,2.0,7,0,0,0,0,0,0,0,,,,Service Residence,Leasehold,Non Bumi Lot,Medium,Sarawak,Kuching
715000,1004.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,High,Sarawak,Kuching
500000,590.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,2017.0,,139.0,Apartment,Leasehold,Non Bumi Lot,Unknown,Sarawak,Kuching
299900,852.0,3.0,2.0,1.0,6,1,0,0,0,1,1,0,2000.0,12.0,,Apartment,Leasehold,Non Bumi Lot,High,Selangor,Puchong
270000,800.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Puchong
510000,1000.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,1996.0,15.0,54.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,George Town
65000,743.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,,,,Flat,Freehold,Non Bumi Lot,High,Johor,Batu Pahat
930000,1464.0,4.0,3.0,2.0,7,0,0,0,0,0,0,0,2011.0,22.0,531.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Penang,George Town
1030000,1400.0,3.0,3.0,2.0,0,0,0,0,0,0,0,0,2015.0,29.0,260.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Gelugor
470000,1936.0,3.0,2.0,3.0,1,1,0,0,1,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,Unknown,Selangor,Batu Caves
2680000,2101.0,3.0,4.0,2.0,11,0,0,0,0,0,0,0,2017.0,25.0,298.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Tanjong Tokong
220000,753.0,3.0,2.0,1.0,12,0,1,0,0,1,1,0,,,419.0,Service Residence,Leasehold,Non Bumi Lot,Low,Selangor,Seri Kembangan
225000,712.0,2.0,1.0,1.0,5,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Non Bumi Lot,Medium,Sabah,Tuaran
368000,925.0,3.0,2.0,1.0,6,1,0,0,0,1,1,0,,5.0,,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Puchong
550000,1200.0,3.0,3.0,2.0,5,1,1,0,1,1,1,0,,6.0,116.0,Condominium,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
320000,850.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,5.0,,Apartment,Leasehold,Bumi Lot,Low,Selangor,Ampang
268000,1055.0,3.0,2.0,2.0,14,0,0,0,0,0,0,0,2017.0,,,Apartment,Freehold,Non Bumi Lot,High,Selangor,Kajang
330000,900.0,3.0,2.0,1.0,13,0,0,0,0,0,0,0,,,,Apartment,Freehold,Bumi Lot,Low,Selangor,Klang
275000,750.0,3.0,2.0,1.0,14,1,0,0,0,0,1,0,,,,Apartment,Freehold,Bumi Lot,High,Selangor,Puchong
300000,1023.0,3.0,2.0,2.0,14,0,0,0,0,0,0,0,2019.0,,1205.0,Condominium,Freehold,Bumi Lot,High,Selangor,Kajang
266000,850.0,3.0,2.0,1.0,14,1,0,0,0,1,1,0,,,,Apartment,Leasehold,Bumi Lot,High,Selangor,Klang
230000,883.0,3.0,2.0,1.0,4,1,0,0,0,0,1,0,,5.0,,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor,Ampang
168000,732.0,3.0,1.0,1.0,1,1,0,0,0,0,1,0,,,,Apartment,Leasehold,Non Bumi Lot,Unknown,Selangor,Ampang
300000,800.0,3.0,2.0,1.0,4,1,1,0,1,0,1,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,USJ
355000,1173.0,3.0,2.0,1.0,6,1,1,0,0,1,1,0,,15.0,,Condominium,Leasehold,Bumi Lot,Medium,Selangor,Shah Alam
185000,650.0,3.0,1.0,1.0,3,1,0,0,0,1,1,0,,12.0,216.0,Apartment,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
550000,1650.0,4.0,2.0,1.0,6,0,0,0,0,0,0,0,,24.0,234.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Ayer Itam
430000,657.0,2.0,1.0,1.0,6,0,1,0,0,0,1,0,2022.0,,596.0,Service Residence,Leasehold,Non Bumi Lot,Unknown,Selangor,Kota Kemuning
390000,850.0,3.0,2.0,2.0,6,0,0,0,0,0,0,0,1997.0,,216.0,Apartment,Freehold,Non Bumi Lot,Low,Penang,Bayan Lepas
140000,652.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,5.0,,Apartment,Freehold,Bumi Lot,Low,Selangor,Kajang
386000,946.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,2000.0,18.0,752.0,Condominium,Leasehold,Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
245000,600.0,1.0,1.0,1.0,6,1,1,0,1,0,1,0,2009.0,33.0,384.0,Service Residence,Leasehold,Non Bumi Lot,Unknown,Selangor,Ampang
394000,1100.0,3.0,2.0,2.0,14,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Kajang
380000,1334.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,2017.0,11.0,147.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Bukit Mertajam
930000,2809.0,4.0,3.0,2.0,11,0,0,0,0,0,0,0,1998.0,15.0,198.0,Condominium,Freehold,Non Bumi Lot,High,Putrajaya,Putrajaya
295000,700.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,,5.0,,Apartment,Freehold,Non Bumi Lot,Unknown,Penang,Sungai Nibong
488000,1100.0,3.0,2.0,1.0,10,1,1,0,1,1,1,0,1999.0,18.0,,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
530000,1100.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,2001.0,31.0,360.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Jelutong
200500,400.0,1.0,1.0,1.0,14,0,0,0,0,0,0,0,,,,Studio,Leasehold,Non Bumi Lot,Unknown,Selangor,Damansara Jaya
335000,680.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,2006.0,20.0,,Apartment,Freehold,Non Bumi Lot,Medium,Penang,Jelutong
350000,850.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,2008.0,29.0,,Apartment,Freehold,Non Bumi Lot,High,Penang,Bayan Lepas
370000,750.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,,18.0,112.0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang,Jelutong
135000,600.0,3.0,1.0,1.0,2,0,0,0,0,0,0,0,2005.0,20.0,,Apartment,Freehold,Non Bumi Lot,Unknown,Penang,Batu Ferringhi
645000,1349.0,4.0,2.0,1.0,6,0,0,0,0,0,0,0,2008.0,28.0,134.0,Condominium,Freehold,Non Bumi Lot,Low,Penang,Gelugor
200200,400.0,1.0,1.0,1.0,14,0,0,0,0,0,0,0,,,,Studio,Leasehold,Non Bumi Lot,Unknown,Selangor,Bandar Utama
485000,1282.0,4.0,3.0,2.0,13,1,1,0,0,1,1,0,2012.0,18.0,453.0,Condominium,Freehold,Non Bumi Lot,High,Selangor,Puchong
350000,430.0,2.0,2.0,1.0,0,1,1,1,1,1,1,0,2021.0,,1100.0,Service Residence,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
200000,400.0,1.0,1.0,1.0,14,0,0,0,0,0,0,0,,,,Studio,Leasehold,Non Bumi Lot,Unknown,Selangor,SS2
505000,953.0,3.0,2.0,1.0,11,1,0,0,0,0,1,0,2020.0,,280.0,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor,Shah Alam
468000,657.0,2.0,1.0,1.0,6,0,1,0,0,0,1,0,2022.0,,596.0,Service Residence,Leasehold,Non Bumi Lot,Unknown,Selangor,Kota Kemuning
280000,1001.0,2.0,2.0,1.0,13,0,1,1,0,0,0,0,2010.0,22.0,1074.0,Condominium,Leasehold,Non Bumi Lot,Low,Selangor,Selayang
250000,957.0,3.0,2.0,1.0,5,0,0,0,0,0,0,1,2004.0,18.0,332.0,Apartment,Freehold,Bumi Lot,Low,Selangor,Kajang
360000,910.0,3.0,2.0,3.0,9,1,0,0,1,0,1,0,2006.0,17.0,702.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Selangor,Ampang
390000,1100.0,3.0,2.0,2.0,14,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Kajang
324000,775.0,3.0,2.0,1.0,6,1,0,0,0,1,0,0,2017.0,34.0,1502.0,Apartment,Leasehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
325000,850.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,2020.0,17.0,299.0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Semenyih
365000,925.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,2017.0,16.0,412.0,Service Residence,Leasehold,Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
229999,1000.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Bumi Lot,Medium,Johor,Johor Bahru
360000,1049.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,2006.0,12.0,260.0,Condominium,Leasehold,Bumi Lot,High,Selangor,Shah Alam
355000,1173.0,3.0,2.0,1.0,8,1,1,0,0,1,1,0,,15.0,,Condominium,Leasehold,Bumi Lot,Medium,Selangor,Shah Alam
340000,700.0,3.0,2.0,1.0,10,0,0,0,0,0,0,0,1997.0,28.0,422.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Gelugor
489000,1144.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,,,243.0,Service Residence,Leasehold,Non Bumi Lot,High,Johor,Masai
99000,700.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Bumi Lot,Medium,Selangor,Bukit Beruntung
175000,650.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,,,,Flat,Leasehold,Non Bumi Lot,Unknown,Penang,Ayer Itam
380790,797.0,2.0,2.0,1.0,6,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,High,Johor,Johor Bahru
170000,750.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Rawang
295000,950.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,1989.0,17.0,592.0,Apartment,Leasehold,Non Bumi Lot,Unknown,Penang,Jelutong
499000,1250.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,2018.0,,461.0,Condominium,Freehold,Non Bumi Lot,High,Selangor,Kajang
610000,881.0,3.0,2.0,2.0,9,1,0,0,1,1,0,0,,,,Service Residence,Freehold,Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
1059888,1557.0,3.0,3.0,2.0,7,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Medium,Sabah,Kota Kinabalu
549000,1335.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Sungai Buloh
285000,811.0,3.0,2.0,1.0,5,0,0,1,0,1,0,0,1996.0,4.0,368.0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Bandar Sri Damansara
456000,926.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,,,,Service Residence,Freehold,Non Bumi Lot,Low,Selangor,Klang
520000,1073.0,3.0,2.0,2.0,14,1,1,0,1,0,1,0,2020.0,40.0,1052.0,Condominium,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
400000,997.0,3.0,2.0,1.0,13,0,0,0,0,0,0,0,,5.0,400.0,Condominium,Freehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
1480000,1200.0,3.0,2.0,2.0,12,0,0,0,0,0,0,0,2022.0,,450.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Bayan Lepas
1450000,1200.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,2022.0,,450.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Bayan Lepas
379000,900.0,3.0,2.0,1.0,5,1,1,0,1,1,1,0,1997.0,5.0,,Apartment,Freehold,Bumi Lot,Low,Selangor,Subang Jaya
1338000,1850.0,4.0,4.0,2.0,8,0,0,0,0,0,0,0,,,82.0,Condominium,Leasehold,Non Bumi Lot,Medium,Sabah,Likas
360000,1002.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,2020.0,14.0,780.0,Apartment,Freehold,Non Bumi Lot,Low,Penang,Butterworth
380000,820.0,2.0,2.0,1.0,9,0,0,0,0,0,0,0,2014.0,,561.0,Apartment,Freehold,Non Bumi Lot,Medium,Johor,Johor Bahru
210000,1001.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,4.0,,Apartment,Leasehold,Non Bumi Lot,High,Johor,Johor Bahru
520000,2124.0,3.0,4.0,1.0,10,0,0,0,0,0,0,0,,14.0,319.0,Apartment,Freehold,Non Bumi Lot,High,Johor,Skudai
772090,798.0,2.0,2.0,1.0,13,0,0,0,0,0,0,0,2018.0,35.0,3224.0,Service Residence,Freehold,Non Bumi Lot,High,Johor,Johor Bahru
950000,2214.0,4.0,3.0,4.0,11,1,1,0,0,1,1,0,2018.0,22.0,576.0,Service Residence,Freehold,Non Bumi Lot,High,Selangor,Klang
515000,982.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,2017.0,,,Condominium,Leasehold,Non Bumi Lot,Medium,Sabah,Penampang
408000,1000.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,,,109.0,Condominium,Leasehold,Non Bumi Lot,Medium,Sabah,Kota Kinabalu
620000,1165.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,2021.0,,406.0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang,Relau
300000,800.0,3.0,2.0,1.0,11,1,1,1,0,1,1,0,2026.0,,3600.0,Service Residence,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
380000,1000.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
259999,755.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,2010.0,14.0,336.0,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
240000,1080.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,4.0,1.0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor,Cheras
360000,1049.0,3.0,2.0,1.0,0,1,0,0,0,1,1,0,,,,Condominium,Leasehold,Bumi Lot,High,Selangor,Shah Alam
250000,883.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,2001.0,14.0,704.0,Condominium,Leasehold,Non Bumi Lot,Low,Selangor,Bandar Sungai Long
350000,703.0,2.0,2.0,1.0,11,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Batu Kawan
142000,519.0,2.0,1.0,1.0,3,1,1,1,1,0,1,0,,,,Flat,Leasehold,Bumi Lot,High,Selangor,Ampang
410000,1000.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Bayan Lepas
415000,1000.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Bayan Lepas
230000,950.0,3.0,2.0,1.0,4,1,0,0,0,1,1,0,,5.0,,Apartment,Leasehold,Non Bumi Lot,Low,Selangor,Bandar Kinrara
280000,820.0,3.0,2.0,2.0,3,1,0,0,0,0,1,0,,,,Apartment,Freehold,Bumi Lot,Low,Selangor,Shah Alam
260000,573.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Unknown,Johor,Iskandar Puteri
180000,650.0,3.0,1.0,1.0,1,1,0,0,0,0,0,0,,,,Apartment,Leasehold,Bumi Lot,Low,Selangor,Batu Caves
365000,925.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,2017.0,16.0,412.0,Service Residence,Leasehold,Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
300000,860.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Medium,Penang,Paya Terubong
170000,650.0,3.0,2.0,1.0,0,1,0,1,0,1,0,0,,,,Flat,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur,Kuala Lumpur
338000,1184.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Unknown,Johor,Skudai
330000,1184.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Unknown,Johor,Skudai
366000,541.0,1.0,1.0,2.0,14,0,0,0,0,0,0,0,,,,Service Residence,Leasehold,Non Bumi Lot,Medium,Johor,Iskandar Puteri
338000,1184.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Unknown,Johor,Skudai
394000,1050.0,3.0,2.0,2.0,14,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Kajang
399000,1300.0,3.0,3.0,2.0,4,0,0,0,0,0,0,0,2020.0,55.0,360.0,Condominium,Freehold,Non Bumi Lot,High,Johor,Johor Bahru
209000,463.0,1.0,1.0,1.0,14,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,High,Johor,Johor Bahru
288000,955.0,3.0,2.0,1.0,0,1,0,1,0,0,0,0,,,,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Klang
450000,950.0,3.0,2.0,2.0,12,1,0,0,0,1,1,0,2023.0,38.0,900.0,Apartment,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
450000,950.0,3.0,2.0,2.0,12,1,0,0,0,1,1,0,2023.0,38.0,900.0,Apartment,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
1200000,950.0,2.0,2.0,2.0,10,0,0,0,0,0,0,0,2022.0,,450.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Bayan Lepas
990000,950.0,2.0,3.0,2.0,12,0,0,0,0,0,0,0,2022.0,,450.0,Condominium,Freehold,Non Bumi Lot,High,Penang,Bayan Lepas
318000,850.0,3.0,2.0,1.0,0,1,0,0,0,0,1,0,2017.0,5.0,400.0,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Klang
275000,850.0,3.0,2.0,1.0,2,1,0,0,0,1,1,0,,,,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Klang
228000,850.0,3.0,2.0,1.0,0,0,0,0,0,0,1,0,,,,Apartment,Freehold,Non Bumi Lot,Low,Selangor,Klang
660000,1277.0,3.0,3.0,3.0,7,0,0,0,0,0,0,0,2016.0,15.0,138.0,Condominium,Leasehold,Bumi Lot,Medium,Selangor,Shah Alam
245000,1065.0,3.0,2.0,1.0,0,1,0,1,0,0,1,0,,9.0,,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor,Klang
930000,950.0,2.0,2.0,2.0,4,0,0,0,0,0,0,0,2022.0,,450.0,Condominium,Freehold,Non Bumi Lot,Medium,Penang,Bayan Lepas
388000,906.0,2.0,2.0,2.0,8,0,0,0,0,0,0,0,2014.0,21.0,460.0,Service Residence,Freehold,Non Bumi Lot,Medium,Johor,Johor Bahru
270000,754.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Apartment,Leasehold,Bumi Lot,Low,Selangor,Shah Alam
330000,900.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,,5.0,,Apartment,Freehold,Non Bumi Lot,Low,Penang,Tanjung Bungah
345000,900.0,3.0,2.0,2.0,7,1,0,0,0,0,0,0,2023.0,25.0,1168.0,Apartment,Freehold,Bumi Lot,Medium,Selangor,Cyberjaya
451000,1100.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,,,109.0,Condominium,Leasehold,Non Bumi Lot,Medium,Sabah,Kota Kinabalu
528000,1000.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,2015.0,,,Condominium,Freehold,Non Bumi Lot,Low,Sabah,Kota Kinabalu
607000,884.0,1.0,2.0,2.0,9,0,0,0,0,0,0,0,,,,Others,Leasehold,Non Bumi Lot,Medium,Sabah,Kota Kinabalu
215000,650.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,2014.0,,,Apartment,Freehold,Non Bumi Lot,Unknown,Penang,Sungai Ara
680000,914.0,2.0,2.0,2.0,6,1,0,0,1,1,1,0,2021.0,,,Service Residence,Freehold,Non Bumi Lot,Unknown,Selangor,Shah Alam
520000,1346.0,4.0,3.0,2.0,6,1,0,0,0,1,1,0,2008.0,19.0,448.0,Condominium,Leasehold,Bumi Lot,Unknown,Selangor,Subang Jaya
298000,700.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,1997.0,22.0,1008.0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang,Jelutong
395000,1400.0,3.0,2.0,1.0,5,1,0,0,1,1,0,1,,18.0,288.0,Condominium,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
530000,1050.0,3.0,2.0,2.0,7,1,1,0,1,0,1,0,2017.0,34.0,542.0,Service Residence,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur,Kuala Lumpur
480000,715.0,2.0,2.0,1.0,10,1,0,0,0,1,0,0,2016.0,,1388.0,Service Residence,Freehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
470000,1030.0,3.0,2.0,2.0,14,0,0,0,0,0,0,0,,,,Condominium,Freehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
770000,1382.0,3.0,2.0,2.0,11,1,1,1,1,1,0,0,2016.0,,396.0,Condominium,Leasehold,Non Bumi Lot,Low,Kuala Lumpur,Kuala Lumpur
470000,1300.0,3.0,2.0,3.0,10,0,0,0,0,0,0,0,2012.0,,350.0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor,Cyberjaya
99000,500.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,,,,Others,Leasehold,Non Bumi Lot,Unknown,Unknown,Unknown
328000,700.0,3.0,2.0,1.0,2,0,0,0,0,0,0,0,1999.0,9.0,155.0,Apartment,Freehold,Non Bumi Lot,Low,Penang,Gelugor
128000,600.0,3.0,1.0,1.0,3,0,0,0,0,0,0,0,,,,Flat,Leasehold,Non Bumi Lot,High,Selangor,Batu Caves
450000,1010.0,3.0,2.0,2.0,8,1,0,0,0,0,1,0,2017.0,42.0,1932.0,Condominium,Leasehold,Bumi Lot,Medium,Selangor,Cyberjaya
195000,689.0,3.0,2.0,1.0,5,1,0,0,0,1,1,1,,,,Apartment,Freehold,Bumi Lot,Unknown,Selangor,Subang Jaya
410000,928.0,5.0,2.0,2.0,0,1,0,1,0,1,1,0,,,,Service Residence,Freehold,Non Bumi Lot,High,Kuala Lumpur,Kuala Lumpur
280000,850.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,,,960.0,Apartment,Freehold,Bumi Lot,Medium,Selangor,Cyberjaya
245000,850.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,,20.0,,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor,Damansara Perdana
548000,1349.0,3.0,2.0,2.0,7,0,0,0,0,0,0,0,2015.0,,128.0,Condominium,Leasehold,Non Bumi Lot,High,Sabah,Kota Kinabalu
420000,900.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,,,,Condominium,Leasehold,Non Bumi Lot,Medium,Sabah,Penampang
