price,property_size_sqft,bedroom,bathroom,parking_lot,facilities_count,has_school,has_mall,has_hospital,has_railway,has_bus_stop,has_park,has_highway,property_type,tenure_type,land_title,floor_range,state
210000,550.0,2.0,1.0,1.0,3,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Low,Penang
265000,900.0,3.0,2.0,2.0,6,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,High,Selangor
550000,1239.0,4.0,3.0,2.0,0,0,0,0,0,0,0,0,Service Residence,Freehold,Non Bumi Lot,Medium,Kuala Lumpur
390000,991.0,3.0,2.0,1.0,11,1,0,0,0,1,0,0,Condominium,Leasehold,Bumi Lot,High,Selangor
210000,615.0,3.0,1.0,1.0,4,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Medium,Kuala Lumpur
150000,850.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Melaka
315000,890.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Johor
315000,890.0,3.0,2.0,1.0,10,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Johor
485000,1035.0,3.0,2.0,1.0,14,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Johor
248000,1010.0,3.0,2.0,1.0,10,1,0,0,1,0,1,0,Condominium,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur
250000,9376.0,4.0,2.0,1.0,8,1,0,0,1,0,0,0,Condominium,Leasehold,Bumi Lot,Medium,Selangor
300000,850.0,3.0,2.0,1.0,6,1,1,0,0,1,1,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Selangor
169000,753.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor
195000,850.0,3.0,2.0,2.0,0,1,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor
368000,800.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Low,Penang
230000,738.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,High,Selangor
960000,1313.0,3.0,2.0,3.0,0,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Low,Penang
470000,1495.0,4.0,2.0,2.0,7,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang
295000,956.0,3.0,2.0,1.0,12,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor
290000,811.0,3.0,2.0,1.0,3,1,0,0,1,1,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor
255000,764.0,3.0,2.0,1.0,5,1,0,0,1,1,1,0,Apartment,Leasehold,Bumi Lot,Medium,Selangor
825000,1302.0,3.0,3.0,2.0,9,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang
435000,1258.0,4.0,2.0,1.0,6,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang
125000,500.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Flat,Leasehold,Non Bumi Lot,Unknown,Penang
250000,883.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,High,Selangor
255000,764.0,3.0,2.0,1.0,5,1,0,0,1,1,1,0,Apartment,Leasehold,Bumi Lot,Medium,Selangor
375000,1012.0,3.0,2.0,2.0,8,1,0,0,1,0,0,0,Service Residence,Freehold,Non Bumi Lot,Medium,Selangor
200000,613.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Low,Kuala Lumpur
200000,650.0,3.0,2.0,1.0,0,1,0,0,0,0,1,0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor
310000,1023.0,3.0,2.0,2.0,14,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor
320000,1212.0,3.0,2.0,2.0,14,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor
268000,1024.0,3.0,2.0,2.0,5,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Low,Johor
245000,678.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Low,Johor
396000,1010.0,2.0,2.0,1.0,14,0,0,0,0,0,0,0,Service Residence,Freehold,Non Bumi Lot,Medium,Johor
378000,800.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang
570000,1216.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Low,Sabah
365000,850.0,3.0,2.0,1.0,9,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang
225000,557.0,1.0,1.0,1.0,9,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Unknown,Selangor
279999,1055.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
139999,667.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,Flat,Freehold,Bumi Lot,High,Selangor
69999,550.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Flat,Freehold,Bumi Lot,High,Selangor
84999,550.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,Low,Selangor
168000,650.0,3.0,2.0,1.0,7,0,0,0,1,1,0,1,Apartment,Leasehold,Non Bumi Lot,Low,Selangor
175000,900.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Melaka
275000,775.0,3.0,2.0,1.0,4,1,0,0,1,1,1,0,Apartment,Leasehold,Bumi Lot,Low,Selangor
230000,650.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor
420000,620.0,2.0,2.0,1.0,4,1,1,1,0,1,1,0,Condominium,Freehold,Non Bumi Lot,Unknown,Selangor
310000,1200.0,3.0,2.0,1.0,12,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Low,Johor
260000,764.0,3.0,2.0,1.0,5,1,0,0,1,1,1,0,Apartment,Leasehold,Bumi Lot,Medium,Selangor
240000,860.0,3.0,2.0,1.0,8,1,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Low,Selangor
355000,750.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang
280000,802.0,3.0,2.0,1.0,8,1,0,1,0,0,1,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
360000,700.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang
468000,708.0,2.0,2.0,1.0,7,0,0,0,0,0,0,0,Condominium,Freehold,Bumi Lot,High,Pahang
130000,650.0,3.0,2.0,1.0,0,1,0,0,1,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor
580000,721.0,2.0,1.0,2.0,10,1,0,0,0,0,1,0,Condominium,Leasehold,Non Bumi Lot,Unknown,Selangor
155000,660.0,3.0,2.0,1.0,3,0,0,0,1,0,0,0,Apartment,Freehold,Bumi Lot,Medium,Selangor
290000,850.0,3.0,2.0,1.0,2,0,0,0,0,0,1,0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor
680000,724.0,2.0,2.0,1.0,7,0,1,0,0,1,1,1,Service Residence,Leasehold,Non Bumi Lot,High,Selangor
1350000,1539.0,3.0,3.0,2.0,0,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang
1220000,1539.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang
245000,999.0,3.0,3.0,1.0,5,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,Low,Perak
227000,650.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Flat,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur
300000,850.0,4.0,2.0,1.0,7,1,0,0,0,1,0,0,Condominium,Freehold,Non Bumi Lot,High,Selangor
300000,775.0,3.0,2.0,1.0,6,1,0,0,1,1,1,0,Apartment,Leasehold,Bumi Lot,Medium,Selangor
340000,1295.0,3.0,2.0,1.0,8,1,1,1,1,1,1,1,Condominium,Freehold,Non Bumi Lot,Low,Kuala Lumpur
450000,1006.0,3.0,2.0,2.0,7,0,0,0,0,0,0,0,Apartment,Freehold,Bumi Lot,Medium,Putrajaya
270000,745.0,3.0,2.0,1.0,4,1,1,0,1,0,1,0,Condominium,Freehold,Non Bumi Lot,Low,Kuala Lumpur
350000,1000.0,3.0,2.0,1.0,6,1,1,1,1,0,0,0,Condominium,Leasehold,Non Bumi Lot,High,Kuala Lumpur
246000,1000.0,3.0,2.0,2.0,4,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Medium,Johor
100000,700.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,Medium,Selangor
320000,430.0,1.0,1.0,1.0,6,1,1,0,0,1,1,0,Service Residence,Freehold,Non Bumi Lot,Low,Kuala Lumpur
218000,818.0,4.0,2.0,1.0,7,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Johor
188000,815.0,3.0,2.0,1.0,6,0,0,0,0,1,1,1,Apartment,Leasehold,Non Bumi Lot,Unknown,Selangor
465000,1200.0,3.0,2.0,2.0,8,1,0,0,0,1,1,0,Condominium,Leasehold,Bumi Lot,Medium,Selangor
275000,949.0,3.0,2.0,2.0,10,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
170000,650.0,3.0,2.0,1.0,0,1,0,0,0,0,1,0,Apartment,Freehold,Non Bumi Lot,Low,Selangor
368000,1038.0,3.0,2.0,1.0,7,1,0,1,0,0,1,0,Apartment,Freehold,Non Bumi Lot,Low,Selangor
599000,815.0,3.0,2.0,1.0,1,0,1,0,0,1,0,0,Service Residence,Freehold,Non Bumi Lot,Medium,Selangor
499000,1200.0,3.0,2.0,1.0,0,1,0,0,1,1,1,0,Condominium,Freehold,Non Bumi Lot,High,Kuala Lumpur
428000,871.0,2.0,2.0,1.0,2,0,0,0,0,0,0,0,Service Residence,Freehold,Non Bumi Lot,Medium,Johor
310000,614.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,High,Johor
310000,1200.0,3.0,2.0,1.0,12,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Low,Johor
400000,1004.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Johor
495000,578.0,1.0,1.0,1.0,5,1,1,1,1,1,1,0,Condominium,Freehold,Non Bumi Lot,High,Kuala Lumpur
270000,870.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Medium,Selangor
135000,657.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Flat,Freehold,Bumi Lot,Low,Johor
450000,1376.0,3.0,2.0,1.0,7,1,1,1,0,0,1,0,Condominium,Leasehold,Non Bumi Lot,Medium,Selangor
132000,730.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,High,Johor
315000,1021.0,3.0,2.0,2.0,0,0,1,1,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor
395000,1015.0,3.0,2.0,1.0,7,1,0,1,1,1,0,0,Apartment,Leasehold,Non Bumi Lot,High,Kuala Lumpur
738238,649.0,1.0,1.0,1.0,5,0,0,0,0,0,0,0,Service Residence,Leasehold,Non Bumi Lot,Medium,Sabah
195000,753.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,Flat,Leasehold,Bumi Lot,Medium,Selangor
480000,1259.0,3.0,2.0,1.0,7,1,0,1,0,0,1,0,Condominium,Leasehold,Bumi Lot,Low,Selangor
330000,872.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,High,Johor
310000,1082.0,3.0,3.0,2.0,10,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor
365000,1091.0,3.0,2.0,1.0,10,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor
215000,650.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang
175000,650.0,3.0,1.0,1.0,4,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Penang
269000,700.0,3.0,2.0,2.0,7,0,0,0,0,0,1,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
289000,850.0,3.0,2.0,2.0,7,0,0,0,0,0,1,0,Apartment,Freehold,Bumi Lot,Medium,Selangor
330000,800.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang
295000,850.0,3.0,2.0,1.0,3,1,0,0,0,0,1,0,Apartment,Freehold,Non Bumi Lot,High,Selangor
295000,950.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Penang
299000,820.0,3.0,2.0,2.0,10,1,0,0,0,0,1,0,Apartment,Freehold,Non Bumi Lot,Unknown,Selangor
270000,850.0,3.0,2.0,2.0,6,1,0,0,0,1,1,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Selangor
259000,1103.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor
260000,850.0,3.0,2.0,2.0,9,0,1,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
269000,700.0,3.0,2.0,2.0,7,1,0,1,0,0,1,1,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
299000,1140.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
309000,1033.0,4.0,3.0,2.0,10,1,0,0,0,1,1,0,Service Residence,Leasehold,Non Bumi Lot,Medium,Selangor
170000,980.0,3.0,2.0,1.0,3,1,0,0,1,0,0,0,Apartment,Leasehold,Non Bumi Lot,Low,Selangor
269000,1001.0,4.0,2.0,1.0,4,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor
315000,700.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Low,Penang
188000,650.0,3.0,2.0,1.0,0,1,0,0,0,0,1,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
385000,1140.0,3.0,2.0,2.0,7,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang
275000,863.0,3.0,2.0,1.0,5,1,0,0,0,1,0,0,Apartment,Leasehold,Bumi Lot,Unknown,Selangor
395000,1170.0,3.0,2.0,2.0,11,1,1,0,0,1,1,0,Condominium,Leasehold,Non Bumi Lot,Unknown,Selangor
260000,850.0,3.0,2.0,1.0,7,1,1,0,0,1,1,0,Condominium,Leasehold,Non Bumi Lot,Medium,Kuala Lumpur
500000,1184.0,4.0,2.0,2.0,11,1,0,0,0,1,1,0,Condominium,Leasehold,Bumi Lot,Medium,Kuala Lumpur
270000,614.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Penang
225000,420.0,2.0,2.0,1.0,7,1,1,0,1,1,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
140000,650.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Medium,Kuala Lumpur
177000,650.0,3.0,2.0,1.0,4,1,0,0,1,1,1,0,Apartment,Leasehold,Bumi Lot,Medium,Kuala Lumpur
150000,667.0,3.0,2.0,1.0,3,1,0,1,0,1,1,0,Apartment,Freehold,Non Bumi Lot,High,Selangor
145000,794.0,3.0,2.0,1.0,0,1,0,1,0,0,0,0,Apartment,Freehold,Non Bumi Lot,High,Selangor
288000,858.0,3.0,2.0,1.0,2,1,1,1,1,0,1,0,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor
280000,764.0,3.0,2.0,1.0,6,1,0,0,1,1,1,0,Apartment,Leasehold,Bumi Lot,Medium,Selangor
950000,1230.0,3.0,2.0,1.0,10,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,High,Penang
255000,850.0,3.0,2.0,1.0,3,1,1,0,1,1,1,0,Apartment,Leasehold,Non Bumi Lot,Medium,Selangor
235000,883.0,3.0,2.0,1.0,4,1,0,0,0,0,1,0,Apartment,Leasehold,Non Bumi Lot,High,Selangor
328000,1200.0,4.0,2.0,1.0,5,0,0,0,0,1,1,1,Apartment,Leasehold,Non Bumi Lot,Unknown,Selangor
398000,997.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,High,Penang
177000,650.0,3.0,2.0,1.0,4,1,0,0,1,1,1,0,Apartment,Leasehold,Bumi Lot,Medium,Kuala Lumpur
235000,883.0,3.0,2.0,1.0,4,1,0,0,0,0,1,0,Apartment,Leasehold,Non Bumi Lot,High,Selangor
170000,645.0,3.0,2.0,1.0,2,0,0,0,1,1,0,1,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
207100,688.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Service Residence,Freehold,Non Bumi Lot,Medium,Melaka
345000,850.0,3.0,2.0,1.0,14,0,0,0,0,0,0,0,Service Residence,Freehold,Bumi Lot,Medium,Johor
650000,1367.0,3.0,2.0,2.0,12,0,0,0,0,0,0,0,Service Residence,Freehold,Non Bumi Lot,High,Selangor
180000,624.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,High,Penang
270000,764.0,3.0,2.0,1.0,5,1,0,0,1,1,1,0,Apartment,Leasehold,Bumi Lot,Low,Selangor
175000,900.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Freehold,Bumi Lot,Low,Melaka
249000,1102.0,3.0,2.0,2.0,7,1,0,1,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
250000,900.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,High,Selangor
168000,750.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,Medium,Johor
550000,516.0,2.0,1.0,1.0,8,1,1,1,0,1,1,0,Service Residence,Freehold,Non Bumi Lot,Medium,Selangor
734450,832.0,2.0,2.0,2.0,5,0,0,0,0,0,0,0,Service Residence,Leasehold,Non Bumi Lot,Medium,Sabah
804011,1270.0,2.0,2.0,2.0,5,0,0,0,0,0,0,0,Service Residence,Leasehold,Bumi Lot,Medium,Sabah
338000,800.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Melaka
380000,1097.0,3.0,2.0,1.0,7,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Johor
3600000,3878.0,4.0,4.0,4.0,11,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Low,Penang
500000,1050.0,3.0,2.0,2.0,7,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang
305000,1288.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor
250000,1000.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Selangor
350000,1288.0,3.0,2.0,2.0,11,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Selangor
199000,850.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,High,Johor
88000,680.0,3.0,1.0,1.0,0,1,0,0,0,0,0,0,Apartment,Freehold,Bumi Lot,Medium,Selangor
150000,720.0,3.0,2.0,1.0,3,1,0,0,0,1,0,0,Apartment,Leasehold,Bumi Lot,High,Selangor
450000,1267.0,3.0,3.0,1.0,11,1,1,1,1,1,0,0,Condominium,Freehold,Bumi Lot,Low,Kuala Lumpur
380000,1200.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,High,Johor
300000,748.0,3.0,2.0,1.0,8,1,1,0,1,1,0,1,Condominium,Leasehold,Bumi Lot,Low,Kuala Lumpur
788000,1334.0,3.0,2.0,2.0,11,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang
520000,2124.0,3.0,4.0,1.0,10,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Medium,Johor
270000,650.0,3.0,1.0,1.0,4,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang
298000,700.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang
415286,865.0,3.0,2.0,2.0,9,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Sabah
285000,750.0,2.0,2.0,1.0,12,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Sabah
200000,530.0,2.0,1.0,1.0,2,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,High,Penang
668000,753.0,2.0,1.0,1.0,10,1,1,1,1,0,1,1,Service Residence,Leasehold,Non Bumi Lot,Unknown,Selangor
255000,850.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,High,Penang
998000,1329.0,2.0,2.0,1.0,6,0,0,0,0,0,0,0,Service Residence,Leasehold,Non Bumi Lot,Unknown,Sabah
2100000,2266.0,4.0,5.0,1.0,8,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,High,Sabah
260000,789.0,3.0,1.0,1.0,4,1,1,0,1,1,0,1,Apartment,Leasehold,Bumi Lot,Medium,Kuala Lumpur
466000,1007.0,3.0,2.0,2.0,12,0,0,0,0,0,0,0,Service Residence,Leasehold,Non Bumi Lot,Medium,Sabah
489819,1007.0,3.0,2.0,2.0,12,0,0,0,0,0,0,0,Condominium,Leasehold,Bumi Lot,Low,Sabah
478200,904.0,3.0,2.0,2.0,12,0,0,0,0,0,0,0,Service Residence,Leasehold,Non Bumi Lot,Low,Sabah
320000,1120.0,3.0,2.0,1.0,5,1,1,0,1,1,1,0,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur
180000,700.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Flat,Leasehold,Bumi Lot,High,Johor
1080000,1047.0,3.0,2.0,2.0,8,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,High,Penang
188000,700.0,3.0,2.0,1.0,3,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang
110000,640.0,1.0,1.0,1.0,4,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,High,Perak
210000,798.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Medium,Perak
495000,1281.0,3.0,2.0,1.0,6,0,0,0,0,0,0,0,Townhouse Condo,Freehold,Non Bumi Lot,Low,Putrajaya
280000,450.0,1.0,1.0,1.0,9,1,1,1,0,1,1,0,Condominium,Leasehold,Non Bumi Lot,High,Selangor
700000,1100.0,3.0,2.0,2.0,2,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,High,Penang
175000,650.0,3.0,2.0,1.0,4,0,0,0,1,0,1,0,Apartment,Leasehold,Non Bumi Lot,High,Kuala Lumpur
695000,1288.0,3.0,3.0,1.0,10,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang
350000,700.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,High,Penang
370000,700.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,Unknown,Penang
165000,800.0,3.0,2.0,1.0,4,0,0,0,0,0,0,0,Apartment,Leasehold,Bumi Lot,Unknown,Selangor
420000,1300.0,3.0,2.0,1.0,10,1,1,1,1,0,1,0,Condominium,Leasehold,Non Bumi Lot,Medium,Selangor
368000,925.0,3.0,2.0,1.0,2,1,0,0,0,1,1,0,Apartment,Freehold,Non Bumi Lot,Low,Selangor
660000,1206.0,3.0,2.0,2.0,12,0,0,0,0,0,0,0,Apartment,Freehold,Non Bumi Lot,High,Johor
175000,710.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,Apartment,Leasehold,Non Bumi Lot,Medium,Johor
110000,657.0,2.0,2.0,1.0,3,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,Unknown,Penang
180000,650.0,3.0,2.0,1.0,3,1,1,1,1,0,1,0,Apartment,Leasehold,Bumi Lot,Unknown,Kuala Lumpur
298000,1051.0,3.0,2.0,1.0,7,0,0,1,0,1,1,0,Condominium,Freehold,Non Bumi Lot,High,Kuala Lumpur
170000,603.0,3.0,1.0,1.0,3,0,0,0,0,0,0,0,Flat,Leasehold,Non Bumi Lot,Medium,Penang
380000,850.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Kuala Lumpur
440000,1101.0,4.0,2.0,1.0,6,1,0,0,1,1,1,0,Condominium,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur
178000,600.0,3.0,2.0,1.0,7,1,1,0,1,1,1,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur
290000,764.0,3.0,2.0,1.0,0,1,1,0,0,1,1,0,Apartment,Leasehold,Non Bumi Lot,Unknown,Kuala Lumpur
218800,605.0,1.0,1.0,1.0,7,0,0,0,0,0,0,0,Service Residence,Freehold,Non Bumi Lot,Medium,Negeri Sembilan
378000,1222.0,3.0,2.0,1.0,9,1,0,0,1,0,1,1,Condominium,Freehold,Non Bumi Lot,Low,Kuala Lumpur
260000,900.0,3.0,2.0,2.0,10,1,0,0,1,0,0,0,Service Residence,Freehold,Non Bumi Lot,Medium,Selangor
275000,874.0,3.0,2.0,1.0,4,1,0,1,0,1,1,0,Apartment,Leasehold,Non Bumi Lot,Low,Selangor
265000,700.0,3.0,1.0,1.0,6,0,0,0,0,0,0,0,Flat,Freehold,Non Bumi Lot,Low,Putrajaya
330000,873.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,Condominium,Leasehold,Non Bumi Lot,High,Johor
450000,1900.0,3.0,3.0,3.0,12,1,0,0,1,0,0,0,Service Residence,Freehold,Non Bumi Lot,High,Selangor
450000,770.0,1.0,1.0,1.0,8,0,0,0,0,0,0,0,Others,Leasehold,Non Bumi Lot,Unknown,Negeri Sembilan
270000,926.0,3.0,2.0,1.0,8,0,0,0,0,0,0,0,Apartment,Freehold,Bumi Lot,Unknown,Selangor
300000,1100.0,2.0,2.0,1.0,10,0,0,1,0,1,1,0,Condominium,Freehold,Non Bumi Lot,Medium,Kuala Lumpur
420000,1062.0,4.0,2.0,1.0,8,1,1,0,1,1,1,0,Service Residence,Freehold,Non Bumi Lot,Unknown,Selangor
465000,887.0,3.0,2.0,1.0,5,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Medium,Penang
538000,1295.0,3.0,2.0,2.0,13,0,0,0,0,0,0,0,Condominium,Freehold,Non Bumi Lot,Unknown,Penang
