Model,Candidate_ID,Parameters_JSON,CV_RMSE_RM,CV_MAE_RM,CV_R2,CV_Adjusted_R2,Candidate_Rank,Selected
LightGBM + Position Features,38,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_samples"": 10, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",123947.54336513669,61519.609272344846,0.8586629477203036,0.8568882104888995,49,False
LightGBM + Position Features,52,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_samples"": 20, ""n_estimators"": 1000, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.05, ""reg_lambda"": 1.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",123988.29402346416,63239.55357210825,0.8585699967094462,0.8567940923133319,50,False
LightGBM + Position Features,62,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.08, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 1000, ""n_jobs"": -1, ""num_leaves"": 95, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",123994.22863389162,62601.74254679085,0.858556457494863,0.8567803830899093,51,False
LightGBM + Position Features,4,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.02, ""max_depth"": 10, ""min_child_samples"": 40, ""n_estimators"": 2000, ""n_jobs"": -1, ""num_leaves"": 95, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",124038.37860349676,62754.48817554059,0.8584557134532261,0.8566783740282466,52,False
LightGBM + Position Features,66,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": -1, ""min_child_samples"": 60, ""n_estimators"": 1000, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",124071.34617923395,63707.762334061976,0.8583804626773623,0.8566021783454991,53,False
LightGBM + Position Features,16,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_samples"": 40, ""n_estimators"": 1000, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",124126.0787503831,62981.40390012114,0.8582554876317026,0.8564756340166051,54,False
LightGBM + Position Features,67,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.02, ""max_depth"": 10, ""min_child_samples"": 30, ""n_estimators"": 2000, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",124213.07053623819,62409.258028795615,0.8580567392422345,0.8562743899887975,55,False
LightGBM + Position Features,74,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_samples"": 40, ""n_estimators"": 1200, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",124294.14877895321,63623.96000734353,0.8578713760416858,0.8560866992246832,56,False
LightGBM + Position Features,10,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.08, ""max_depth"": 10, ""min_child_samples"": 30, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 95, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 0.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",124507.63106229498,64106.935943658376,0.8573827287404673,0.855591916090401,57,False
LightGBM + Position Features,15,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""min_child_samples"": 60, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",124757.02661640845,63722.58307566051,0.8568108162316423,0.8550128222062315,58,False
LightGBM + Position Features,50,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 10, ""min_child_samples"": 30, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",124786.22845411605,62777.55625335365,0.8567437758927162,0.8549449400570116,59,False
LightGBM + Position Features,69,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 10, ""min_child_samples"": 40, ""n_estimators"": 1000, ""n_jobs"": -1, ""num_leaves"": 95, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",124879.03352908109,63948.48090161804,0.8565306137741802,0.8547291013102172,60,False
LightGBM + Position Features,58,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.03, ""max_depth"": 8, ""min_child_samples"": 40, ""n_estimators"": 1200, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",125187.9863629171,62790.485526235316,0.8558198442730748,0.8540094068380853,61,False
LightGBM + Position Features,42,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.01, ""max_depth"": 12, ""min_child_samples"": 60, ""n_estimators"": 1000, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",125502.54285196462,64065.73414551761,0.855094378782648,0.8532748318424355,62,False
LightGBM + Position Features,9,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.08, ""max_depth"": 10, ""min_child_samples"": 60, ""n_estimators"": 500, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",125575.34078119074,64627.00936926699,0.8549262246026645,0.8531045661886452,63,False
LightGBM + Position Features,12,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_samples"": 40, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""subsample"": 0.9, ""subsample_freq"": 1, ""verbosity"": -1}",125903.68317834176,63513.24069429733,0.854166582699605,0.8523353856349193,64,False
LightGBM + Position Features,29,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.02, ""max_depth"": 6, ""min_child_samples"": 60, ""n_estimators"": 1000, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",125974.80522289727,63677.33414718291,0.85400177576044,0.8521685092524893,65,False
LightGBM + Position Features,25,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_samples"": 60, ""n_estimators"": 500, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",126303.34326960654,65063.88630165162,0.8532392658577939,0.8513964246863582,66,False
LightGBM + Position Features,3,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.05, ""max_depth"": 12, ""min_child_samples"": 40, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",126772.71571118558,64361.40293193443,0.8521464453599579,0.8502898818899921,67,False
LightGBM + Position Features,21,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.08, ""max_depth"": 12, ""min_child_samples"": 20, ""n_estimators"": 500, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",126875.2289581814,63721.56256641733,0.8519072286464291,0.8500476613865793,68,False
LightGBM + Position Features,7,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 8, ""min_child_samples"": 60, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",127048.25831989432,64145.15073543912,0.8515030225475968,0.8496383797636633,69,False
LightGBM + Position Features,68,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_samples"": 30, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 0.0, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",127463.40404464264,64652.977760514965,0.8505309729162668,0.8486541243261156,70,False
LightGBM + Position Features,35,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 60, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 95, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.05, ""reg_lambda"": 5.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",127789.59509122807,65879.87324444881,0.8497649829651293,0.8478785160133155,71,False
LightGBM + Position Features,24,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_samples"": 40, ""n_estimators"": 2000, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",127853.91884840817,65103.527264720215,0.8496137012760632,0.8477253347144749,72,False
LightGBM + Position Features,64,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": 8, ""min_child_samples"": 60, ""n_estimators"": 2000, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""subsample"": 0.7, ""subsample_freq"": 1, ""verbosity"": -1}",128115.66600217702,65298.706775306804,0.8489973184717127,0.8471012121313896,73,False
LightGBM + Position Features,65,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.03, ""max_depth"": -1, ""min_child_samples"": 60, ""n_estimators"": 1200, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",128342.36783808118,64649.83734477945,0.8484624444218263,0.8465596217896665,74,False
LightGBM + Position Features,72,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_samples"": 40, ""n_estimators"": 1200, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",128386.7390634235,64919.2887620589,0.8483576455241182,0.8464535069560267,75,False
LightGBM + Position Features,26,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_samples"": 40, ""n_estimators"": 1200, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",128499.50555940368,65172.62710661515,0.8480911431280218,0.8461836581499339,76,False
LightGBM + Position Features,53,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_samples"": 60, ""n_estimators"": 800, ""n_jobs"": -1, ""num_leaves"": 15, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.05, ""reg_lambda"": 0.0, ""subsample"": 1.0, ""subsample_freq"": 0, ""verbosity"": -1}",128768.73089397518,64770.12225653275,0.8474539335762086,0.845538447302653,77,False
LightGBM + Position Features,70,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": 8, ""min_child_samples"": 40, ""n_estimators"": 1200, ""n_jobs"": -1, ""num_leaves"": 31, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",129930.59818327337,65406.79261323417,0.844688698801453,0.8427384901035284,78,False
LightGBM + Position Features,41,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""max_depth"": -1, ""min_child_samples"": 30, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 47, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",130279.30249928789,65833.51269750597,0.8438539393938239,0.8418932488118067,79,False
LightGBM + Position Features,20,"{""colsample_bytree"": 0.6, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_samples"": 60, ""n_estimators"": 1500, ""n_jobs"": -1, ""num_leaves"": 63, ""objective"": ""regression"", ""random_state"": 42, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5, ""subsample"": 0.8, ""subsample_freq"": 1, ""verbosity"": -1}",130866.48169639285,66669.48192311097,0.8424432420051461,0.8404648376167523,80,False
